date,headline,summary
2023-02-28,Solana Developers Say Reason for Network Outage Still Unclear,"The Solana blockchain was stuck for more than a day over the weekend, recovering only after validators restarted the network."
2023-02-28,"Solana’s Spam Problems Persist Despite Tech Improvements, MEV Researchers Say","Arbitrageurs are eating up precious blockspace with pointless transactions, according to Jito Labs."
2023-02-28,"Gaming Engine Unity Taps MetaMask, Immutable X and Solana for Web3 Developer Tools","The leading platform for game developers introduces an online storefront for decentralized tools, adding support for major Web3 players."
2023-03-01,Solana Will Improve Network Upgrades to Improve Stability,Solana's co-founder said last week's 1.14 network update has raised concerns about maintaining stability during major updates.
2023-03-04,"Multicoin Capital’s Hedge Fund Lost 91.4% Last Year, Investor Letter Reveals",The fund’s performance was severely impacted by direct exposure to now-bankrupt crypto exchange FTX and holdings in FTT and Solana-based tokens.
2023-03-07,A Closer Look at FTX’s Most Recent Bankruptcy Documents,"The exchange owes customers $1.6 billion in bitcoin, and only has $6 million of it on hand."
2023-03-08,Generative Art NFTs Are Coming to Solana With Code Canvas,"The team behind Solana-based Exchange.Art is tapping into generative art through its new marketplace, courting creators native to Ethereum and Tezos."
2023-03-15,Helium's HNT Crypto Token Slides to 2-Month Low After Binance.US Delisting Announcement,The token will be delisted from Binance's U.S. exchange on March 21.
2023-03-16,Crypto Exchange Orca to Block U.S. Traders From Website,The top decentralized exchange on Solana will restrict U.S. trading activity on orca.so beginning on March 31.
2023-03-20,Render Network Eyes Solana Migration Ahead of Network Changes,A community review will decide if the network will build its new burn-and-mint equilibrium model on the Solana blockchain.
2023-03-28,NFT Collection Y00ts Makes Anticipated Move From Solana to Polygon,"The popular project, which launched in September 2022, is using a cross-chain bridge to bring its 15,000-edition generative art collection to Polygon."
2023-03-30,Solana-Based Crypto Exchange Raydium Proposes $2M Bug Bounty Fund,The proposal is part of a broader effort by Raydium to boost its community’s participation in protocol governance.
2023-04-11,"Bitcoin Breaks Above $30,000 as Ether, Solana Gain","Bitcoin (BTC) soared above $30,000 for the first time in nearly a year. This comes as ether (ETH) and solana (SOL) are seeing gains in token prices too. The most recent market updates and other news shaping the cryptocurrency world in this episode of ""The Daily Forkast."""
2023-04-12,"Bitcoin Rally Continues, Solana Jumps as ‘Saga’ Release Anticipated","Bitcoin's recent rally that drove the cryptocurrency above $30,000 continues. Meanwhile, solana (SOL) sees gains in token prices ahead of its anticipated ""Saga"" release. The most recent market updates and other news shaping the cryptocurrency world in this episode of ""The Daily Forkast."""
2023-04-13,Solana Dog Token Darling Bonk Inu Releases BonkSwap DEX,"Bonk inu was one of the hottest Solana tokens earlier this year, leading a frenzied market at the time."
2023-04-13,Solana’s Crypto-Ready ‘Saga’ Smartphone Goes on Sale May 8,"The Saga aims to put crypto in people’s pockets, where the rest of the digital world has already gone."
2023-04-13,Solana-Based NFT Collection Okay Bears Partners With (RED) to Fund Global Health Efforts,"The PFP project will release (RED)-themed merchandise to raise funds for The Global Fund to Fight AIDS, Tuberculosis and Malaria."
2023-04-14,Popular Tea Shop Boba Guys Taps Solana for On-Chain Loyalty Rewards Program,"On top of building the chain’s loyalty infrastructure, the Solana Foundation recently invested $100,000 into Boba Guys."
2023-04-14,MonkeDAO Plans to Buy Rights to Popular Solana Monkey Business NFT Collection for $2M,The decentralized autonomous organization formed by owners of the Solana Monkey Business NFT project will purchase all intellectual property rights to the collection from its current owner HadesDAO.
2023-04-17,Bitcoin Stays Afloat While Solana Rallies,"Bitcoin (BTC) is hovering around $30,000 amid a recent rally in solana's (SOL) token price. Market updates and other news shaping the cryptocurrency world in this episode of ""The Daily Forkast."""
2023-04-18,Decentralized Wireless Project Helium Begins Move to Solana Blockchain,The change aims to make Helium faster and cheaper to operate.
2023-04-18,This AI Chatbot Plugs Into Your Crypto Wallet,"MarginFi's Omni chatbot is intended to merge two tech world ""next big things."""
2023-04-21,"Heavy Demand for Madlads NFT Breaks Internet, Delays Mint","The Madlads NFT is meant to be the first in a novel spin on digital collectibles from Armani Ferrante and Tristan Yver, two well-known figures in the Solana ecosystem."
2023-04-21,Solana’s Annual Carbon Footprint Equals 18062 Flights From London to New York,"A new, real-time dashboard set up by the Solana Foundation purporting to show how relatively little carbon the smart contracts platform is emitting – at a time when the energy usage of Bitcoin and other blockchains is under scrutiny."
2023-04-24,"Polygon, Cardano and Solana NFT Sales Rise as Ethereum NFT Sales Slump","While Ethereum remains by far the most popular blockchain for minting NFTs, smaller blockchains have experienced interesting bumps in sales in recent weeks."
2023-04-26,Helium's IOT Token Surges 370% Following Solana Migration,More than six billion IOT tokens have been minted since Helium migrated to Solana.
2023-05-03,"Solana Labs CEO on Saga Smartphone Launch, NFT Outlook","Solana Labs' crypto-forward smartphone Saga will go on public sale on May 8. The new device from Solana Mobile costs $1,000 and is built on hardware from Bay Area smartphone company OSOM. Solana Labs CEO and co-founder Anatoly Yakovenko discusses the benefits and opportunities of Saga, citing its self-custody feature and decentralized app (dApp) store. Plus, insights into Solana following FTX's implosion and the global outlook for the Solana ecosystem at large."
2023-05-04,"Solana Founder Brushes Off FTX Woes, Remains Confident in Crowded Blockchain Landscape","Prominent projects are porting to the Solana network and developer activity remains strong, Anatoly Yakovenko told CoinDesk TV."
2023-05-04,Gaming Studio Bitblox to Build On-Chain Games for $68B Online Gambling Industry,"Bitblox Games will exclusively build crypto games on the Hxro Network, a Solana-based distributed liquidity layer for betting applications."
2023-05-08,Solana Labs CEO: Wasn't Sure the Ecosystem Would Survive After FTX,"Former FTX CEO Sam Bankman-Fried was a big supporter of Solana, previously investing in its native token SOL. Solana Labs CEO and co-founder Anatoly Yakovenko weighs in on FTX's ""outsized"" influence on the ecosystem and what its collapse meant for Solana."
2023-05-15,"GREED Token Is Not a Crypto Scam, but a Lesson on How to Get Scammed Amid Meme Coin Mania","Despite multiple warnings from Voshy, the meme coin's creator, speculators turned over Twitter permissions to get access to the token. They got a valuable lesson in account security."
2023-05-22,Web3 Move-to-Earn App STEPN Integrates Apple Pay for In-Game Purchases,"The blockchain game sees fiat onramps such as Apple Pay as a means onboarding the next 100 million users to Web3, STEPN chief operating officer Shiti Manghani told CoinDesk."
2023-05-31,Find Satoshi Labs Rolls Out AI Tool That Turns Selfies Into NFTs,"The parent company behind Web3 game STEPN is releasing GNT V3, which will allow users to turn their selfies into digital artworks on the Solana blockchain."
2023-06-07,"BNB Drops to 6-Month Low as ADA, MATIC, SOL Lead Altcoin Tumble","Cryptocurrencies the SEC characterized as securities in recent lawsuits led the drop among altcoins, while BTC traded mostly flat."
2023-06-08,Solana Foundation: SOL Is 'Not a Security',"The native token of the Solana blockchain, SOL, was alleged to be an unregistered security in this week’s SEC lawsuits against crypto exchanges Binance.US and Coinbase."
2023-06-08,"Kraken NFT Marketplace Launches With Support for Ethereum, Solana and Polygon Collections","Now out of its public beta test, the platform has expanded to include over 250 NFT collections."
2023-06-08,DeFi Unfazed by SEC's Classification of Tokens as Securities,"These forces will likely only drive “more financial activity to DeFi,” one trader said."
2023-06-08,Active Addresses on Blockchain Hit All-Time High: A16z Data,"According to a16z crypto's State of Crypto Index, active addresses across various blockchains hit an all-time high for the second month in a row in May. The venture fund notes 19.47 million active addresses across blockchains including Ethereum, Polygon, Solana, Optimism, and more. CoinDesk's Jennifer Sanasie presents ""The Chart of the Day."""
2023-06-09,Robinhood Ends Support for Some Tokens Named in SEC Lawsuit as Securities,"Robinhood (HOOD), the popular trading platform, will end support for Cardano (ADA), Polygon (MATIC) and Solana (SOL), tokens that were named as securities in recent SEC lawsuits against Binance and Coinbase. Separately, Binance.US says it's transitioning to an all-crypto exchange as of June 13, citing pressures from the SEC. The Hash"" panel discusses how the crypto industry is impacted by the regulator's recent actions."
2023-06-12,Blockchain Staking Provider Chorus One Expands to Peer-to-Peer Network Urbit,"Chorus One's bet on Urbit's future growth is described by executives as a natural extension of the company's staking services on blockchains including Ethereum, Solana, Cosmos and Polkadot."
2023-06-22,Solana-Based Crypto Lending Platform Jet Pivots to Fixed-Rate Term Lending,"The project's new model uses an order book to match borrowers and lenders, relying on a market-based mechanism to set interest rates."
